DOI,DID,yyyy,mm,dd,hh,min,timezone,xyear,LatDir,NSflag,LatD,LatM,LatS,LatDecimal,LongDir,EWflag,LongD,LongM,LongS,LongDecimal,altdepflag,altdep,Unit_altdep,sample type,Nuclide,Value type,Activity or MDA,Uncertainty_activity,Unit_activity,Nuclide,Value type,Activity or MDA,Uncertainty_activity,Unit_activity,sample_type2,name_river,river_code_MLT,Periods,Unit_Periods,Weight,Unit_Weight,Site_Number
10.34355/Fukushima.Pref.CEC.00014,64,2016,10,17,12,0,JST,2016.793836,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,526 ,9 ,Bq kg-1,134Cs,=,92 ,4 ,Bq kg-1,river,Abukuma,W8202010001,76,Day,28.13 ,g,6
10.34355/Fukushima.Pref.CEC.00014,65,2017,1,6,12,0,JST,2017.013699,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,641 ,28 ,Bq kg-1,134Cs,=,100 ,22 ,Bq kg-1,river,Abukuma,W8202010001,81,Day,0.60 ,g,6
10.34355/Fukushima.Pref.CEC.00014,66,2017,2,27,12,0,JST,2017.154566,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,487 ,36 ,Bq kg-1,134Cs,<,96 ,,Bq kg-1,river,Abukuma,W8202010001,52,Day,0.37 ,g,6
10.34355/Fukushima.Pref.CEC.00014,67,2015,4,17,12,0,JST,2015.293836,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"18,250 ",277 ,Bq kg-1,134Cs,=,"5,430 ",159 ,Bq kg-1,river,Mano,W0700090001,77,Day,2.95 ,g,7
10.34355/Fukushima.Pref.CEC.00014,68,2015,6,2,12,0,JST,2015.419406,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"13,306 ",411 ,Bq kg-1,134Cs,=,"3,491 ",236 ,Bq kg-1,river,Mano,W0700090001,46,Day,1.03 ,g,7
10.34355/Fukushima.Pref.CEC.00014,69,2015,7,22,12,0,JST,2015.557534,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"14,964 ",256 ,Bq kg-1,134Cs,=,"4,047 ",144 ,Bq kg-1,river,Mano,W0700090001,50,Day,3.07 ,g,7
10.34355/Fukushima.Pref.CEC.00014,70,2015,8,25,12,0,JST,2015.649087,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"17,614 ",204 ,Bq kg-1,134Cs,=,"4,579 ",118 ,Bq kg-1,river,Mano,W0700090001,34,Day,0.30 ,g,7
10.34355/Fukushima.Pref.CEC.00014,71,2016,2,16,12,0,JST,2016.124429,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"2,687 ",618 ,Bq kg-1,134Cs,<,"1,838 ",,Bq kg-1,river,Mano,W0700090001,28,Day,0.02 ,g,7
10.34355/Fukushima.Pref.CEC.00014,72,2016,4,8,12,0,JST,2016.269178,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"3,110 ",137 ,Bq kg-1,134Cs,=,627 ,111 ,Bq kg-1,river,Mano,W0700090001,52,Day,0.11 ,g,7
10.34355/Fukushima.Pref.CEC.00014,73,2016,6,21,12,0,JST,2016.471461,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"7,411 ",132 ,Bq kg-1,134Cs,=,"1,726 ",80 ,Bq kg-1,river,Mano,W0700090001,74,Day,0.24 ,g,7
10.34355/Fukushima.Pref.CEC.00014,74,2016,7,28,12,0,JST,2016.573973,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"6,619 ",322 ,Bq kg-1,134Cs,=,"1,075 ",192 ,Bq kg-1,river,Mano,W0700090001,37,Day,0.19 ,g,7
10.34355/Fukushima.Pref.CEC.00014,75,2016,10,17,12,0,JST,2016.793836,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"6,390 ",106 ,Bq kg-1,134Cs,=,"1,126 ",47 ,Bq kg-1,river,Mano,W0700090001,81,Day,24.19 ,g,7
10.34355/Fukushima.Pref.CEC.00014,76,2016,12,20,12,0,JST,2016.968721,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,=,"3,890 ",101 ,Bq kg-1,134Cs,=,622 ,65 ,Bq kg-1,river,Mano,W0700090001,64,Day,0.23 ,g,7
10.34355/Fukushima.Pref.CEC.00014,77,2017,2,27,12,0,JST,2017.154566,N,1,37,42,57,37.71583333,E,1,140,50,22,140.8394444,1,106.5,m,Suspended Matter,137Cs,<,"1,009 ",,Bq kg-1,134Cs,<,"1,243 ",,Bq kg-1,river,Mano,W0700090001,69,Day,0.03 ,g,7
10.34355/Fukushima.Pref.CEC.00014,78,2015,4,17,12,0,JST,2015.293836,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"4,253 ",125 ,Bq kg-1,134Cs,=,"1,194 ",77 ,Bq kg-1,river,Mano,W0700090001,94,Day,1.98 ,g,8
10.34355/Fukushima.Pref.CEC.00014,79,2015,6,17,12,0,JST,2015.460502,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"3,880 ",137 ,Bq kg-1,134Cs,=,"1,020 ",78 ,Bq kg-1,river,Mano,W0700090001,61,Day,4.66 ,g,8
10.34355/Fukushima.Pref.CEC.00014,80,2015,7,22,12,0,JST,2015.557534,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"4,175 ",74 ,Bq kg-1,134Cs,=,"1,105 ",38 ,Bq kg-1,river,Mano,W0700090001,35,Day,23.29 ,g,8
10.34355/Fukushima.Pref.CEC.00014,81,2015,8,25,12,0,JST,2015.649087,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"3,663 ",94 ,Bq kg-1,134Cs,=,957 ,48 ,Bq kg-1,river,Mano,W0700090001,34,Day,10.03 ,g,8
10.34355/Fukushima.Pref.CEC.00014,82,2015,11,5,12,0,JST,2015.844292,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"4,963 ",59 ,Bq kg-1,134Cs,=,"1,141 ",29 ,Bq kg-1,river,Mano,W0700090001,72,Day,31.18 ,g,8
10.34355/Fukushima.Pref.CEC.00014,83,2015,11,24,12,0,JST,2015.896347,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"3,056 ",24 ,Bq kg-1,134Cs,=,715 ,12 ,Bq kg-1,river,Mano,W0700090001,19,Day,6.88 ,g,8
10.34355/Fukushima.Pref.CEC.00014,84,2016,2,16,12,0,JST,2016.124429,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"3,095 ",81 ,Bq kg-1,134Cs,=,611 ,47 ,Bq kg-1,river,Mano,W0700090001,84,Day,0.88 ,g,8
10.34355/Fukushima.Pref.CEC.00014,85,2016,4,11,12,0,JST,2016.277397,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,821 ,85 ,Bq kg-1,134Cs,=,225 ,61 ,Bq kg-1,river,Mano,W0700090001,55,Day,0.80 ,g,8
10.34355/Fukushima.Pref.CEC.00014,86,2016,6,21,12,0,JST,2016.471461,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"2,081 ",185 ,Bq kg-1,134Cs,=,395 ,101 ,Bq kg-1,river,Mano,W0700090001,71,Day,0.96 ,g,8
10.34355/Fukushima.Pref.CEC.00014,87,2016,7,28,12,0,JST,2016.573973,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"2,555 ",107 ,Bq kg-1,134Cs,=,424 ,53 ,Bq kg-1,river,Mano,W0700090001,37,Day,2.15 ,g,8
10.34355/Fukushima.Pref.CEC.00014,88,2016,10,17,12,0,JST,2016.793836,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"2,154 ",53 ,Bq kg-1,134Cs,=,354 ,22 ,Bq kg-1,river,Mano,W0700090001,81,Day,35.86 ,g,8
10.34355/Fukushima.Pref.CEC.00014,89,2016,12,20,12,0,JST,2016.968721,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"2,624 ",125 ,Bq kg-1,134Cs,=,418 ,70 ,Bq kg-1,river,Mano,W0700090001,64,Day,0.70 ,g,8
10.34355/Fukushima.Pref.CEC.00014,90,2017,2,27,12,0,JST,2017.154566,N,1,37,42,42,37.71166667,E,1,140,57,19,140.9552778,1,10,m,Suspended Matter,137Cs,=,"2,058 ",166 ,Bq kg-1,134Cs,<,411 ,,Bq kg-1,river,Mano,W0700090001,69,Day,0.18 ,g,8
10.34355/Fukushima.Pref.CEC.00014,91,2015,5,1,12,0,JST,2015.333333,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,633 ,26 ,Bq kg-1,134Cs,=,193 ,21 ,Bq kg-1,river,Same,W0700350001,108,Day,0.85 ,g,9
10.34355/Fukushima.Pref.CEC.00014,92,2015,6,3,12,0,JST,2015.422146,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,219 ,10 ,Bq kg-1,134Cs,=,75 ,8 ,Bq kg-1,river,Same,W0700350001,33,Day,1.63 ,g,9
10.34355/Fukushima.Pref.CEC.00014,93,2015,8,4,12,0,JST,2015.591553,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,961 ,79 ,Bq kg-1,134Cs,=,282 ,59 ,Bq kg-1,river,Same,W0700350001,62,Day,0.67 ,g,9
10.34355/Fukushima.Pref.CEC.00014,94,2015,9,1,12,0,JST,2015.666667,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,278 ,23 ,Bq kg-1,134Cs,=,75 ,21 ,Bq kg-1,river,Same,W0700350001,28,Day,0.74 ,g,9
10.34355/Fukushima.Pref.CEC.00014,95,2015,10,13,12,0,JST,2015.782877,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,407 ,17 ,Bq kg-1,134Cs,=,100 ,12 ,Bq kg-1,river,Same,W0700350001,42,Day,2.01 ,g,9
10.34355/Fukushima.Pref.CEC.00014,96,2015,11,25,12,0,JST,2015.899087,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,118 ,12 ,Bq kg-1,134Cs,<,44 ,,Bq kg-1,river,Same,W0700350001,43,Day,0.38 ,g,9
10.34355/Fukushima.Pref.CEC.00014,97,2016,1,14,12,0,JST,2016.035616,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,292 ,21 ,Bq kg-1,134Cs,=,75 ,22 ,Bq kg-1,river,Same,W0700350001,50,Day,0.26 ,g,9
10.34355/Fukushima.Pref.CEC.00014,98,2016,2,22,12,0,JST,2016.140868,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,345 ,19 ,Bq kg-1,134Cs,=,107 ,20 ,Bq kg-1,river,Same,W0700350001,39,Day,0.27 ,g,9
10.34355/Fukushima.Pref.CEC.00014,99,2016,4,7,12,0,JST,2016.266438,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,212 ,54 ,Bq kg-1,134Cs,<,253 ,,Bq kg-1,river,Same,W0700350001,45,Day,0.19 ,g,9
10.34355/Fukushima.Pref.CEC.00014,100,2016,6,7,12,0,JST,2016.433105,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,204 ,46 ,Bq kg-1,134Cs,<,211 ,,Bq kg-1,river,Same,W0700350001,61,Day,0.22 ,g,9
10.34355/Fukushima.Pref.CEC.00014,101,2016,8,2,12,0,JST,2016.586073,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,181 ,21 ,Bq kg-1,134Cs,<,84 ,,Bq kg-1,river,Same,W0700350001,56,Day,0.55 ,g,9
10.34355/Fukushima.Pref.CEC.00014,102,2016,9,30,12,0,JST,2016.746119,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,336 ,30 ,Bq kg-1,134Cs,<,77 ,,Bq kg-1,river,Same,W0700350001,59,Day,1.43 ,g,9
10.34355/Fukushima.Pref.CEC.00014,103,2017,1,19,12,0,JST,2017.049315,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,429 ,39 ,Bq kg-1,134Cs,<,132 ,,Bq kg-1,river,Same,W0700350001,111,Day,0.35 ,g,9
10.34355/Fukushima.Pref.CEC.00014,104,2017,2,27,12,0,JST,2017.154566,N,1,36,55,3,36.9175,E,1,140,46,43,140.7786111,1,3.6,m,Suspended Matter,137Cs,=,140 ,44 ,Bq kg-1,134Cs,<,166 ,,Bq kg-1,river,Same,W0700350001,39,Day,0.21 ,g,9
10.34355/Fukushima.Pref.CEC.00014,105,2015,5,1,12,0,JST,2015.333333,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,980 ,25 ,Bq kg-1,134Cs,=,300 ,15 ,Bq kg-1,river,Fujiwara,W0700330001,108,Day,13.72 ,g,10
10.34355/Fukushima.Pref.CEC.00014,106,2015,6,3,12,0,JST,2015.422146,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,571 ,38 ,Bq kg-1,134Cs,=,174 ,27 ,Bq kg-1,river,Fujiwara,W0700330001,33,Day,3.07 ,g,10
10.34355/Fukushima.Pref.CEC.00014,107,2015,8,4,12,0,JST,2015.591553,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,668 ,37 ,Bq kg-1,134Cs,=,158 ,20 ,Bq kg-1,river,Fujiwara,W0700330001,62,Day,12.13 ,g,10
10.34355/Fukushima.Pref.CEC.00014,108,2015,9,1,12,0,JST,2015.666667,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,986 ,52 ,Bq kg-1,134Cs,=,280 ,33 ,Bq kg-1,river,Fujiwara,W0700330001,28,Day,2.92 ,g,10
10.34355/Fukushima.Pref.CEC.00014,109,2015,10,13,12,0,JST,2015.782877,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,705 ,30 ,Bq kg-1,134Cs,=,173 ,15 ,Bq kg-1,river,Fujiwara,W0700330001,42,Day,23.87 ,g,10
10.34355/Fukushima.Pref.CEC.00014,110,2015,11,25,12,0,JST,2015.899087,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,373 ,26 ,Bq kg-1,134Cs,=,81 ,15 ,Bq kg-1,river,Fujiwara,W0700330001,43,Day,7.22 ,g,10
10.34355/Fukushima.Pref.CEC.00014,111,2016,1,14,12,0,JST,2016.035616,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,444 ,11 ,Bq kg-1,134Cs,=,104 ,7 ,Bq kg-1,river,Fujiwara,W0700330001,50,Day,1.39 ,g,10
10.34355/Fukushima.Pref.CEC.00014,112,2016,2,22,12,0,JST,2016.140868,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,232 ,16 ,Bq kg-1,134Cs,=,56 ,13 ,Bq kg-1,river,Fujiwara,W0700330001,39,Day,0.82 ,g,10
10.34355/Fukushima.Pref.CEC.00014,113,2016,4,7,12,0,JST,2016.266438,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,248 ,21 ,Bq kg-1,134Cs,=,87 ,28 ,Bq kg-1,river,Fujiwara,W0700330001,45,Day,0.62 ,g,10
10.34355/Fukushima.Pref.CEC.00014,114,2016,6,7,12,0,JST,2016.433105,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,688 ,40 ,Bq kg-1,134Cs,=,94 ,25 ,Bq kg-1,river,Fujiwara,W0700330001,61,Day,4.37 ,g,10
10.34355/Fukushima.Pref.CEC.00014,115,2016,8,2,12,0,JST,2016.586073,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,468 ,32 ,Bq kg-1,134Cs,=,113 ,28 ,Bq kg-1,river,Fujiwara,W0700330001,56,Day,2.08 ,g,10
10.34355/Fukushima.Pref.CEC.00014,116,2016,9,30,12,0,JST,2016.746119,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,585 ,40 ,Bq kg-1,134Cs,<,88 ,,Bq kg-1,river,Fujiwara,W0700330001,59,Day,1.63 ,g,10
10.34355/Fukushima.Pref.CEC.00014,117,2017,1,19,12,0,JST,2017.049315,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,742 ,44 ,Bq kg-1,134Cs,=,80 ,22 ,Bq kg-1,river,Fujiwara,W0700330001,111,Day,6.62 ,g,10
10.34355/Fukushima.Pref.CEC.00014,118,2017,2,27,12,0,JST,2017.154566,N,1,36,57,3,36.95083333,E,1,140,52,35,140.8763889,1,3.4,m,Suspended Matter,137Cs,=,445 ,33 ,Bq kg-1,134Cs,=,69 ,22 ,Bq kg-1,river,Fujiwara,W0700330001,39,Day,1.39 ,g,10
10.34355/Fukushima.Pref.CEC.00014,119,2015,4,23,12,0,JST,2015.310274,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,"1,839 ",35 ,Bq kg-1,134Cs,=,498 ,20 ,Bq kg-1,river,Hirose,W8202010048,99,Day,26.29 ,g,11
10.34355/Fukushima.Pref.CEC.00014,120,2015,5,27,12,0,JST,2015.404566,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,869 ,37 ,Bq kg-1,134Cs,=,204 ,20 ,Bq kg-1,river,Hirose,W8202010048,34,Day,15.28 ,g,11
10.34355/Fukushima.Pref.CEC.00014,121,2015,7,22,12,0,JST,2015.557534,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,"1,634 ",42 ,Bq kg-1,134Cs,=,452 ,24 ,Bq kg-1,river,Hirose,W8202010048,56,Day,14.08 ,g,11
10.34355/Fukushima.Pref.CEC.00014,122,2015,8,25,12,0,JST,2015.649087,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,"1,903 ",91 ,Bq kg-1,134Cs,=,486 ,55 ,Bq kg-1,river,Hirose,W8202010048,34,Day,1.43 ,g,11
10.34355/Fukushima.Pref.CEC.00014,123,2015,10,9,12,0,JST,2015.771918,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,"3,369 ",70 ,Bq kg-1,134Cs,=,785 ,36 ,Bq kg-1,river,Hirose,W8202010048,45,Day,11.34 ,g,11
10.34355/Fukushima.Pref.CEC.00014,124,2016,1,20,12,0,JST,2016.052055,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,911 ,32 ,Bq kg-1,134Cs,=,202 ,16 ,Bq kg-1,river,Hirose,W8202010048,103,Day,24.54 ,g,11
10.34355/Fukushima.Pref.CEC.00014,125,2016,2,15,12,0,JST,2016.121689,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,312 ,25 ,Bq kg-1,134Cs,=,69 ,17 ,Bq kg-1,river,Hirose,W8202010048,26,Day,4.04 ,g,11
10.34355/Fukushima.Pref.CEC.00014,126,2016,2,15,12,0,JST,2016.121689,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,474 ,15 ,Bq kg-1,134Cs,=,105 ,7 ,Bq kg-1,river,Hirose,W8202010048,26,Day,108.61 ,g,11
10.34355/Fukushima.Pref.CEC.00014,127,2016,4,19,12,0,JST,2016.299315,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,494 ,26 ,Bq kg-1,134Cs,=,109 ,14 ,Bq kg-1,river,Hirose,W8202010048,64,Day,28.29 ,g,11
10.34355/Fukushima.Pref.CEC.00014,128,2016,4,19,12,0,JST,2016.299315,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,321 ,15 ,Bq kg-1,134Cs,=,55 ,7 ,Bq kg-1,river,Hirose,W8202010048,64,Day,126.79 ,g,11
10.34355/Fukushima.Pref.CEC.00014,129,2016,5,31,12,0,JST,2016.415525,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,935 ,29 ,Bq kg-1,134Cs,=,215 ,16 ,Bq kg-1,river,Hirose,W8202010048,42,Day,9.90 ,g,11
